Order_ID,Product_ID,Customer_ID,Employee_ID,Date,Quantity,Unit_Price,Discount
O004986,P0007,C00015,E004,2023-11-14,1,105730,0.24
O004987,P0105,C00228,E043,2024-02-29,1,13900,0.2
O004988,P0055,C00152,E027,2022-03-14,5,63250,0.05
O004989,P0034,C00517,E050,2024-02-04,5,85155,0.13
O004990,P0018,C00180,E055,2022-08-25,1,9144,0.17
O004991,P0072,C01049,E009,2023-11-02,2,72580,0.21
O004992,P0086,C00769,E054,2023-08-10,5,9715,0.19
O004993,P0088,C01452,E053,2023-07-29,4,65661,0.03
O004994,P0087,C00447,E005,2022-03-04,3,90203,0.07
O004995,P0016,C01012,E044,2024-06-29,4,85325,0.06
O004996,P0053,C00744,E021,2024-01-13,4,12202,0.15
O004997,P0017,C00148,E050,2023-06-28,5,20853,0.22
O004998,P0003,C00842,E014,2024-02-08,1,71979,0.18
O004999,P0051,C00589,E008,2023-05-08,4,11274,0.16
O005000,P0081,C01471,E015,2024-04-28,1,23387,0.05
O005001,P0034,C00239,E045,2023-10-05,4,82632,0.06
O005002,P0065,C00388,E021,2024-07-23,5,80470,0.02
O005003,P0109,C00948,E028,2022-10-08,1,112654,0.06
O005004,P0029,C01183,E043,2022-03-11,5,99229,0.06
O005005,P0023,C00704,E009,2024-03-18,5,22553,0.22
O005006,P0082,C00824,E052,2023-04-11,1,25912,0.1
O005007,P0078,C00493,E030,2023-08-21,3,82300,0.21
O005008,P0073,C00658,E055,2024-05-30,2,27444,0.08
O005009,P0117,C01260,E027,2024-02-19,3,36834,0.08
O005010,P0067,C00571,E049,2024-09-11,2,108045,0.23
O005011,P0081,C00880,E050,2023-12-22,5,60017,0.13
O005012,P0112,C00238,E005,2022-11-13,2,31938,0.01
O005013,P0033,C00050,E039,2023-12-26,5,6214,0.08
O005014,P0064,C00981,E006,2024-05-11,3,44584,0.18
O005015,P0077,C01383,E043,2024-03-11,1,104046,0.16
O005016,P0050,C01431,E057,2022-06-20,4,72552,0.12
O005017,P0079,C00107,E011,2024-08-02,3,78645,0.02
O005018,P0020,C00033,E046,2024-01-18,3,54140,0.24
O005019,P0060,C00345,E008,2023-02-27,2,119172,0.18
O005020,P0051,C00810,E047,2022-01-24,2,22104,0.05
O005021,P0066,C00609,E005,2023-07-03,1,25965,0.16
O005022,P0045,C01348,E040,2023-08-27,5,67186,0.12
O005023,P0030,C01478,E030,2024-09-20,5,28633,0.15
O005024,P0046,C01002,E055,2023-08-16,3,103091,0.09
O005025,P0073,C01318,E053,2022-05-30,3,97347,0.11
O005026,P0088,C00175,E005,2022-03-07,4,91527,0.05
O005027,P0051,C00934,E001,2022-08-12,5,58796,0.04
O005028,P0046,C00805,E042,2023-04-20,4,16641,0.03
O005029,P0047,C01138,E019,2024-01-18,2,29907,0.05
O005030,P0102,C00030,E035,2022-02-13,3,55156,0.24
O005031,P0005,C01041,E045,2022-05-30,5,24774,0.16
O005032,P0082,C01145,E009,2023-06-08,4,32251,0.24
O005033,P0108,C00351,E052,2022-04-24,1,119388,0.12
O005034,P0092,C01069,E034,2022-07-27,1,25513,0.16
O005035,P0030,C01467,E028,2022-12-28,3,74403,0.09
O005036,P0024,C00006,E031,2022-05-17,1,11395,0.15
O005037,P0109,C00047,E036,2022-10-30,2,74404,0.12
O005038,P0107,C01380,E005,2023-03-24,2,67232,0.15
O005039,P0056,C00429,E041,2023-02-10,3,11679,0.04
O005040,P0094,C01497,E021,2022-12-28,3,14976,0.17
O005041,P0003,C00038,E024,2024-06-25,1,7241,0.13
O005042,P0080,C00622,E045,2023-07-05,3,96061,0.03
O005043,P0055,C00355,E014,2023-12-08,1,4686,0.05
O005044,P0002,C00926,E009,2022-05-13,2,45236,0.01
O005045,P0096,C01340,E034,2022-08-25,1,95456,0.23
O005046,P0086,C00557,E044,2022-05-26,3,28885,0.25
O005047,P0043,C00420,E037,2022-04-28,4,103600,0.14
O005048,P0109,C01148,E002,2024-06-04,5,17661,0.22
O005049,P0091,C00812,E015,2022-05-07,4,113131,0.22
O005050,P0055,C01254,E025,2024-05-06,5,64767,0.18
O005051,P0040,C00019,E016,2022-07-31,1,36323,0.09
O005052,P0117,C00518,E005,2024-08-23,1,54057,0.02
O005053,P0051,C00541,E038,2023-04-21,1,7014,0.17
O005054,P0037,C00595,E051,2024-01-23,3,75393,0.01
O005055,P0043,C01493,E042,2022-04-08,4,56374,0.07
O005056,P0075,C00846,E054,2023-12-11,2,70597,0.0
O005057,P0017,C00606,E007,2022-05-02,3,3795,0.08
O005058,P0003,C01340,E040,2024-09-14,4,83645,0.14
O005059,P0091,C00852,E007,2024-01-19,2,19012,0.08
O005060,P0021,C01451,E022,2023-01-17,2,94505,0.06
O005061,P0021,C00273,E043,2024-03-23,5,9290,0.08
O005062,P0108,C01123,E013,2023-04-12,4,86356,0.08
O005063,P0045,C00556,E048,2022-02-28,3,68135,0.25
O005064,P0023,C00697,E048,2024-06-10,2,81094,0.09
O005065,P0099,C00219,E006,2022-04-29,3,104750,0.04
O005066,P0042,C00655,E033,2023-12-04,4,112422,0.05
O005067,P0058,C01443,E035,2023-07-20,5,26221,0.1
O005068,P0029,C00169,E029,2022-10-10,5,80012,0.0
O005069,P0031,C00041,E017,2024-07-19,3,108164,0.23
O005070,P0115,C01040,E001,2023-12-25,5,64720,0.03
O005071,P0070,C00885,E005,2024-03-29,3,111372,0.23
O005072,P0023,C01248,E058,2022-08-14,3,95080,0.08
O005073,P0089,C00605,E043,2024-01-19,3,81152,0.22
O005074,P0006,C00668,E048,2024-03-23,3,76863,0.1
O005075,P0042,C00912,E032,2023-09-06,5,114750,0.02
O005076,P0088,C00386,E051,2023-04-05,5,107527,0.14
O005077,P0003,C01452,E020,2024-02-16,3,64307,0.1
O005078,P0019,C00906,E056,2022-09-14,3,103539,0.22
O005079,P0014,C00180,E025,2022-01-01,5,77709,0.24
O005080,P0109,C00731,E034,2023-08-08,4,8108,0.2
O005081,P0014,C00714,E043,2024-08-08,2,26794,0.03
O005082,P0027,C00413,E025,2023-12-28,5,81002,0.19
O005083,P0008,C00016,E059,2023-06-11,2,38690,0.11
O005084,P0088,C00145,E009,2023-11-19,5,86311,0.14
O005085,P0067,C01202,E040,2024-01-09,2,3921,0.17
O005086,P0118,C01016,E018,2023-02-04,1,100055,0.03
O005087,P0032,C01497,E054,2023-08-09,5,101972,0.16
O005088,P0074,C01218,E009,2023-04-23,1,86021,0.23
O005089,P0043,C01426,E026,2024-08-15,1,105648,0.21
O005090,P0029,C00433,E034,2023-11-25,4,101063,0.14
O005091,P0067,C01386,E023,2024-06-22,2,70287,0.09
O005092,P0083,C01149,E056,2023-09-22,5,54978,0.13
O005093,P0014,C01119,E050,2024-02-25,3,104704,0.06
O005094,P0074,C00958,E026,2023-12-15,2,9704,0.18
O005095,P0115,C01165,E001,2023-10-23,1,64638,0.06
O005096,P0076,C00583,E040,2023-08-20,5,114365,0.2
O005097,P0094,C01339,E053,2022-11-01,3,43977,0.12
O005098,P0116,C01316,E043,2022-09-16,3,39320,0.03
O005099,P0006,C00926,E026,2023-08-19,2,100493,0.11
O005100,P0050,C01312,E050,2024-08-06,3,40330,0.16
O005101,P0039,C00926,E054,2022-12-30,5,17303,0.17
O005102,P0004,C00531,E016,2022-12-16,5,88492,0.23
O005103,P0027,C01252,E034,2022-12-04,5,100094,0.01
O005104,P0104,C01242,E046,2024-03-12,5,59255,0.09
O005105,P0110,C00644,E029,2023-06-04,2,91071,0.12
O005106,P0054,C01364,E052,2023-07-20,1,52599,0.12
O005107,P0040,C00447,E020,2023-11-25,1,67068,0.21
O005108,P0089,C00432,E004,2023-03-30,1,108692,0.17
O005109,P0060,C00954,E025,2022-04-07,2,44458,0.16
O005110,P0083,C01283,E001,2023-05-19,5,73071,0.05
O005111,P0075,C00321,E010,2022-07-15,2,96781,0.18
O005112,P0042,C00579,E001,2022-08-30,2,56582,0.15
O005113,P0078,C00697,E009,2024-09-03,5,46650,0.17
O005114,P0006,C01492,E012,2022-08-18,1,103267,0.25
O005115,P0018,C01400,E052,2023-02-07,3,28633,0.04
O005116,P0031,C00643,E045,2023-11-19,3,109019,0.03
O005117,P0080,C00923,E010,2022-09-26,5,93436,0.01
O005118,P0018,C00263,E016,2022-10-02,4,66871,0.02
O005119,P0055,C01255,E022,2024-06-26,1,79698,0.06
O005120,P0046,C00643,E024,2022-12-19,4,8492,0.23
O005121,P0020,C00076,E003,2023-02-25,1,64638,0.06
O005122,P0025,C00857,E020,2022-09-29,3,76872,0.07
O005123,P0061,C00803,E008,2024-02-24,2,17126,0.14
O005124,P0032,C01358,E039,2022-04-06,2,65601,0.17
O005125,P0097,C00030,E054,2023-03-05,3,6888,0.11
O005126,P0052,C00212,E058,2022-06-07,2,116941,0.04
O005127,P0070,C01330,E016,2023-11-03,1,50799,0.1
O005128,P0037,C00859,E036,2023-12-13,3,35549,0.17
O005129,P0120,C00526,E024,2023-01-14,3,109335,0.23
O005130,P0075,C00682,E004,2022-05-10,4,30819,0.18
O005131,P0055,C00014,E032,2023-05-26,4,103684,0.13
O005132,P0103,C01377,E020,2024-08-03,2,33420,0.16
O005133,P0063,C00840,E055,2022-07-16,5,97787,0.15
O005134,P0034,C01390,E053,2023-02-25,1,6831,0.13
O005135,P0089,C00501,E026,2023-08-03,4,97486,0.17
O005136,P0105,C00292,E028,2024-06-30,5,5276,0.05
O005137,P0088,C00377,E010,2022-03-05,5,61212,0.09
O005138,P0044,C01386,E002,2023-02-15,1,63019,0.19
O005139,P0005,C00885,E042,2024-08-19,4,6113,0.23
O005140,P0009,C00698,E044,2022-04-21,2,8068,0.01
O005141,P0075,C00428,E017,2022-11-13,5,7346,0.11
O005142,P0077,C00975,E058,2022-06-17,1,53120,0.05
O005143,P0010,C01129,E042,2022-07-18,2,101947,0.17
O005144,P0030,C01205,E048,2023-10-13,1,100076,0.15
O005145,P0074,C00774,E051,2023-10-27,5,22229,0.03
O005146,P0109,C00691,E015,2022-01-26,4,14146,0.04
O005147,P0118,C00856,E003,2024-06-05,1,76298,0.03
O005148,P0019,C01047,E015,2023-10-31,4,61257,0.19
O005149,P0024,C00930,E050,2022-02-25,3,40496,0.16
O005150,P0042,C01006,E048,2023-07-09,5,119541,0.11
O005151,P0022,C01122,E060,2022-05-29,1,55458,0.05
O005152,P0021,C01420,E043,2023-06-15,1,13374,0.25
O005153,P0022,C00864,E037,2023-07-21,1,41159,0.06
O005154,P0091,C00859,E024,2023-05-31,5,45473,0.03
O005155,P0113,C00555,E032,2023-02-23,1,113708,0.14
O005156,P0105,C01419,E053,2022-01-20,4,119145,0.21
O005157,P0034,C00902,E010,2023-12-13,3,110029,0.25
O005158,P0023,C00741,E030,2022-08-11,4,75104,0.12
O005159,P0033,C00962,E032,2023-07-15,5,37192,0.0
O005160,P0001,C01428,E045,2023-09-13,3,57601,0.08
O005161,P0060,C00939,E050,2024-06-07,1,59882,0.02
O005162,P0116,C01260,E033,2023-05-28,5,62475,0.24
O005163,P0020,C01118,E020,2022-06-08,4,71478,0.02
O005164,P0077,C00280,E033,2024-03-26,2,55566,0.17
O005165,P0010,C01449,E042,2024-02-14,4,36706,0.03
O005166,P0004,C00003,E022,2022-07-20,4,12769,0.16
O005167,P0055,C00069,E022,2023-02-01,4,74139,0.13
O005168,P0102,C00413,E005,2023-12-08,4,52545,0.08
O005169,P0061,C01183,E054,2023-01-12,1,21919,0.12
O005170,P0068,C00391,E058,2022-05-07,2,102741,0.19
O005171,P0034,C00274,E036,2023-12-03,3,34224,0.25
O005172,P0087,C01405,E018,2022-03-27,4,106783,0.0
O005173,P0074,C01237,E006,2023-09-24,5,92248,0.07
O005174,P0003,C01070,E029,2022-01-03,1,64771,0.0
O005175,P0066,C01483,E044,2023-02-14,4,117323,0.22
O005176,P0047,C00350,E003,2023-05-07,4,88047,0.03
O005177,P0008,C00966,E053,2022-10-20,1,40353,0.06
O005178,P0055,C01123,E038,2023-01-17,4,81263,0.09
O005179,P0090,C00311,E042,2024-07-22,3,57038,0.02
O005180,P0007,C00671,E005,2022-04-04,1,111616,0.14
O005181,P0001,C00105,E044,2023-04-26,1,109855,0.03
O005182,P0072,C00742,E002,2024-01-14,2,4549,0.09
O005183,P0020,C00713,E043,2022-10-23,5,65069,0.04
O005184,P0098,C01284,E015,2023-12-22,5,26019,0.01
O005185,P0002,C01382,E012,2023-09-27,4,50772,0.23
O005186,P0102,C01236,E031,2022-10-03,4,91400,0.17
O005187,P0085,C00684,E041,2022-08-24,5,58346,0.08
O005188,P0111,C00925,E048,2022-11-13,3,111975,0.19
O005189,P0045,C00310,E025,2023-11-11,5,103080,0.19
O005190,P0086,C01329,E011,2022-02-27,3,13928,0.1
O005191,P0015,C00716,E050,2024-01-07,2,60777,0.07
O005192,P0102,C01393,E055,2023-01-11,1,27596,0.06
O005193,P0120,C01255,E050,2022-08-24,4,106470,0.11
O005194,P0097,C00810,E048,2023-08-11,5,61627,0.09
O005195,P0015,C01385,E058,2023-01-21,1,112770,0.13
O005196,P0044,C01017,E050,2022-04-01,4,42476,0.15
O005197,P0006,C00744,E034,2022-11-02,5,97842,0.1
O005198,P0066,C00162,E018,2022-10-07,5,83252,0.01
O005199,P0008,C00434,E053,2024-03-27,3,68970,0.1
O005200,P0037,C00093,E044,2022-12-31,4,36487,0.07
O005201,P0004,C01157,E040,2023-08-15,5,60243,0.05
O005202,P0034,C00766,E049,2022-09-07,3,22052,0.24
O005203,P0095,C01211,E007,2022-04-10,1,14865,0.17
O005204,P0008,C01436,E034,2023-01-16,1,73022,0.06
O005205,P0087,C00869,E058,2023-06-08,5,75601,0.17
O005206,P0094,C00659,E039,2022-08-16,2,13010,0.06
O005207,P0106,C01182,E027,2022-05-01,5,90295,0.05
O005208,P0105,C01350,E030,2024-01-11,2,88306,0.07
O005209,P0120,C01090,E001,2024-06-17,1,118965,0.04
O005210,P0085,C00858,E017,2022-06-08,3,83766,0.24
O005211,P0064,C01358,E060,2022-05-18,1,46902,0.21
O005212,P0038,C01120,E053,2022-06-17,5,70769,0.22
O005213,P0119,C00992,E059,2024-03-21,5,116306,0.03
O005214,P0079,C00289,E005,2024-05-24,3,64666,0.24
O005215,P0033,C01247,E047,2023-07-07,3,61570,0.08
O005216,P0001,C00604,E012,2023-08-21,2,62725,0.24
O005217,P0062,C01477,E036,2024-07-29,3,92416,0.12
O005218,P0102,C00370,E006,2022-09-26,4,13292,0.11
O005219,P0064,C00689,E035,2022-02-18,3,48106,0.2
O005220,P0080,C00371,E028,2023-04-02,4,84221,0.23
O005221,P0067,C01330,E040,2023-04-11,5,74009,0.13
O005222,P0061,C00678,E019,2022-10-13,3,70203,0.06
O005223,P0058,C00604,E005,2022-08-30,3,3559,0.03
O005224,P0079,C00279,E047,2024-08-16,5,93691,0.25
O005225,P0054,C00007,E045,2022-12-03,5,60011,0.05
O005226,P0059,C00682,E043,2022-03-07,5,30367,0.06
O005227,P0115,C00511,E034,2023-09-10,1,17533,0.04
O005228,P0036,C01082,E019,2024-03-17,3,65720,0.15
O005229,P0055,C01473,E051,2023-11-17,3,56362,0.03
O005230,P0114,C00144,E024,2023-02-24,5,108292,0.1
O005231,P0091,C00271,E045,2024-08-01,2,116745,0.22
O005232,P0104,C00954,E002,2023-11-05,4,46946,0.15
O005233,P0067,C00062,E056,2022-11-20,2,16387,0.09
O005234,P0017,C01448,E009,2023-04-06,3,34624,0.06
O005235,P0028,C00902,E044,2022-06-30,4,11835,0.13
O005236,P0082,C01329,E011,2022-10-19,3,62843,0.22
O005237,P0046,C00857,E013,2024-06-01,1,107831,0.2
O005238,P0017,C01282,E005,2022-08-03,5,94557,0.0
O005239,P0070,C00381,E036,2024-07-14,4,73724,0.19
O005240,P0007,C00810,E027,2022-03-21,3,94351,0.22
O005241,P0045,C01276,E056,2023-06-07,3,70318,0.1
O005242,P0030,C00725,E028,2022-11-30,3,13473,0.13
O005243,P0004,C00339,E041,2024-05-25,5,92215,0.13
O005244,P0044,C00286,E005,2024-08-18,2,89870,0.13
O005245,P0070,C00781,E028,2023-08-22,1,44431,0.21
O005246,P0079,C00559,E025,2023-08-27,5,71940,0.19
O005247,P0023,C01100,E033,2024-06-30,2,93790,0.21
O005248,P0037,C00920,E057,2022-02-06,3,23200,0.01
O005249,P0011,C01372,E015,2024-05-09,2,109757,0.15
O005250,P0072,C00943,E006,2024-03-22,2,30473,0.19
O005251,P0118,C00035,E014,2024-06-07,4,53021,0.13
O005252,P0038,C00260,E051,2023-03-30,4,74452,0.1
O005253,P0055,C01110,E045,2023-11-11,3,27399,0.12
O005254,P0068,C00948,E048,2023-01-23,1,97683,0.06
O005255,P0001,C01036,E059,2023-05-10,4,76536,0.06
O005256,P0035,C00897,E006,2024-09-06,1,56306,0.05
O005257,P0069,C00467,E053,2022-08-16,3,86588,0.16
O005258,P0105,C01304,E046,2023-01-13,4,34813,0.09
O005259,P0055,C00356,E013,2024-09-03,2,115561,0.2
O005260,P0108,C00928,E032,2023-10-22,1,10331,0.06
O005261,P0028,C00696,E034,2023-01-01,5,64579,0.05
O005262,P0017,C00947,E015,2024-02-03,2,25310,0.14
O005263,P0105,C00918,E060,2024-07-22,1,43917,0.18
O005264,P0101,C00522,E003,2024-02-21,2,46393,0.09
O005265,P0038,C00841,E034,2023-09-11,2,78870,0.2
O005266,P0115,C00939,E042,2022-02-09,3,16665,0.03
O005267,P0062,C01143,E035,2024-05-24,1,50144,0.2
O005268,P0054,C01306,E051,2024-06-03,3,55393,0.22
O005269,P0059,C00477,E034,2023-02-05,3,52822,0.15
O005270,P0039,C00571,E033,2023-11-19,3,100796,0.17
O005271,P0064,C00468,E014,2022-07-11,2,84736,0.21
O005272,P0089,C00334,E019,2023-07-12,5,46292,0.09
O005273,P0060,C01413,E029,2022-01-30,1,89407,0.21
O005274,P0115,C00332,E016,2023-11-25,5,37310,0.24
O005275,P0075,C01215,E044,2024-05-12,3,23926,0.11
O005276,P0005,C01000,E027,2022-01-25,5,80940,0.08
O005277,P0008,C00175,E009,2024-08-24,1,32542,0.21
O005278,P0032,C01180,E033,2022-01-30,1,34630,0.18
O005279,P0065,C01022,E006,2024-06-06,4,21845,0.14
O005280,P0032,C00729,E028,2023-07-17,5,9991,0.08
O005281,P0114,C01123,E050,2022-03-19,1,73888,0.17
O005282,P0015,C00750,E053,2022-08-12,2,62904,0.07
O005283,P0104,C00405,E021,2023-02-18,4,5775,0.03
O005284,P0084,C00922,E032,2022-06-19,5,103525,0.12
O005285,P0041,C00781,E024,2023-09-15,4,89514,0.16
O005286,P0060,C01428,E059,2023-08-19,3,49327,0.24
O005287,P0044,C01164,E022,2023-09-19,5,51608,0.24
O005288,P0004,C00702,E021,2024-07-07,2,93220,0.16
O005289,P0018,C01154,E046,2023-10-09,1,61079,0.03
O005290,P0066,C00747,E057,2024-06-30,3,12739,0.14
O005291,P0080,C00707,E011,2023-12-08,3,20168,0.18
O005292,P0085,C00752,E010,2024-04-08,1,62392,0.22
O005293,P0100,C01085,E042,2024-09-26,5,24499,0.19
O005294,P0010,C00808,E042,2022-11-17,1,117513,0.02
O005295,P0081,C01454,E012,2022-04-05,3,112082,0.23
O005296,P0063,C00605,E046,2022-10-30,3,22521,0.02
O005297,P0027,C00083,E051,2024-04-06,2,65073,0.16
O005298,P0098,C01276,E057,2022-09-26,4,29539,0.01
O005299,P0094,C01121,E010,2022-11-04,1,27713,0.21
O005300,P0047,C01400,E055,2022-09-05,2,97829,0.23
O005301,P0101,C00346,E048,2022-10-19,3,4259,0.18
O005302,P0023,C01194,E013,2024-03-02,4,33612,0.07
O005303,P0107,C00046,E037,2022-09-14,1,26072,0.2
O005304,P0012,C01130,E058,2022-02-09,3,97166,0.21
O005305,P0022,C00725,E031,2023-08-09,3,79414,0.14
O005306,P0091,C00056,E019,2024-08-05,4,82663,0.23
O005307,P0012,C00280,E052,2024-07-21,2,23167,0.08
O005308,P0053,C00017,E006,2023-07-21,5,14398,0.24
O005309,P0101,C00234,E014,2024-03-30,3,100126,0.24
O005310,P0030,C00537,E052,2023-05-30,3,64995,0.02
O005311,P0028,C01231,E050,2023-12-04,5,59676,0.17
O005312,P0115,C00946,E028,2023-07-14,4,14427,0.05
O005313,P0031,C00595,E053,2022-05-12,1,103663,0.03
O005314,P0004,C00339,E040,2022-03-30,2,68863,0.02
O005315,P0029,C00081,E006,2022-10-24,5,115629,0.08
O005316,P0005,C00334,E040,2023-06-23,5,9650,0.14
O005317,P0083,C01082,E046,2022-03-13,5,52787,0.17
O005318,P0039,C00739,E011,2022-07-12,1,111069,0.14
O005319,P0087,C01180,E056,2023-08-28,1,70257,0.04
O005320,P0086,C00445,E013,2022-11-25,4,76608,0.18
O005321,P0090,C00424,E007,2023-03-29,2,33605,0.19
O005322,P0113,C01283,E026,2023-05-16,1,42373,0.24
O005323,P0092,C01425,E005,2024-07-22,4,14151,0.0
O005324,P0084,C00446,E045,2023-07-16,5,15090,0.15
O005325,P0114,C01037,E051,2024-02-21,4,41084,0.01
O005326,P0105,C00062,E008,2022-09-02,2,105461,0.04
O005327,P0098,C00510,E018,2024-09-02,3,80651,0.09
O005328,P0004,C01010,E005,2022-09-20,5,65226,0.19
O005329,P0045,C00119,E053,2024-01-03,4,62478,0.09
O005330,P0091,C00315,E023,2023-12-26,4,22926,0.06
O005331,P0106,C00773,E049,2024-02-04,2,18423,0.1
O005332,P0107,C00402,E043,2023-05-25,5,98432,0.02
O005333,P0084,C01376,E048,2024-02-27,1,44347,0.19
O005334,P0089,C00901,E055,2024-09-21,1,27636,0.19
O005335,P0074,C01254,E025,2024-05-30,2,10920,0.11
O005336,P0112,C00946,E002,2022-01-14,3,80831,0.15
O005337,P0052,C01224,E056,2024-05-07,4,55063,0.17
O005338,P0032,C01466,E009,2024-02-24,2,31599,0.17
O005339,P0008,C00060,E032,2022-04-21,3,71539,0.2
O005340,P0101,C00055,E038,2023-05-23,1,38959,0.16
O005341,P0072,C00862,E013,2022-09-13,2,31338,0.07
O005342,P0109,C00063,E052,2024-02-10,4,47255,0.22
O005343,P0100,C01006,E019,2022-10-20,5,93897,0.13
O005344,P0025,C01277,E057,2023-10-29,2,34903,0.12
O005345,P0077,C01500,E001,2024-05-10,5,67603,0.05
O005346,P0068,C00666,E059,2023-07-09,2,92901,0.09
O005347,P0044,C00562,E023,2022-11-20,1,30731,0.16
O005348,P0015,C01180,E027,2024-03-11,1,31150,0.23
O005349,P0067,C00339,E050,2024-02-09,2,59146,0.12
O005350,P0072,C00423,E036,2023-12-29,4,28618,0.1
O005351,P0073,C01301,E013,2022-05-29,2,72715,0.0
O005352,P0034,C01424,E016,2023-02-26,3,60537,0.09
O005353,P0040,C00847,E027,2024-07-09,3,70798,0.11
O005354,P0062,C01458,E018,2022-04-11,4,33262,0.12
O005355,P0012,C00267,E003,2023-02-14,2,16847,0.11
O005356,P0045,C00346,E037,2023-03-29,4,55381,0.01
O005357,P0034,C00734,E033,2022-11-06,1,70223,0.03
O005358,P0096,C00552,E017,2024-03-29,1,51479,0.11
O005359,P0070,C00231,E046,2022-11-16,2,95149,0.09
O005360,P0009,C00149,E027,2023-07-06,4,18500,0.03
O005361,P0050,C00064,E056,2022-07-23,4,12978,0.02
O005362,P0078,C00341,E026,2024-02-06,1,105589,0.08
O005363,P0044,C01453,E041,2022-10-04,4,48958,0.23
O005364,P0023,C00816,E033,2024-09-20,2,52777,0.13
O005365,P0033,C00475,E032,2023-04-08,1,37985,0.2
O005366,P0026,C00595,E057,2024-03-29,3,85822,0.17
O005367,P0036,C00693,E055,2023-08-04,3,91416,0.1
O005368,P0055,C00059,E001,2022-08-25,1,114572,0.02
O005369,P0077,C00848,E042,2022-05-21,2,68082,0.19
O005370,P0029,C01071,E025,2024-03-30,5,64810,0.23
O005371,P0088,C00258,E045,2022-04-12,4,100484,0.22
O005372,P0027,C00800,E052,2023-06-28,2,73133,0.09
O005373,P0101,C00114,E038,2022-11-29,4,5814,0.24
O005374,P0075,C00397,E017,2022-01-31,5,78181,0.02
O005375,P0088,C00739,E003,2023-07-11,1,12126,0.05
O005376,P0103,C01420,E051,2022-09-23,1,34529,0.07
O005377,P0068,C01287,E017,2023-07-30,3,27748,0.22
O005378,P0061,C00950,E003,2022-01-16,4,25638,0.2
O005379,P0119,C01169,E022,2023-12-31,5,46959,0.22
O005380,P0016,C00625,E052,2022-07-05,5,49582,0.06
O005381,P0079,C00793,E028,2023-08-13,3,41493,0.03
O005382,P0011,C01427,E031,2024-05-12,3,113721,0.11
O005383,P0061,C00703,E011,2023-05-28,1,4570,0.03
O005384,P0120,C01472,E056,2022-03-10,4,29829,0.07
O005385,P0060,C01188,E043,2024-03-12,3,94372,0.19
O005386,P0075,C00378,E015,2022-11-17,1,109969,0.1
O005387,P0028,C01129,E015,2024-04-23,2,58386,0.07
O005388,P0094,C01054,E039,2023-05-14,1,93027,0.24
O005389,P0110,C00095,E004,2022-04-03,4,4672,0.12
O005390,P0014,C00257,E044,2023-12-31,5,40207,0.16
O005391,P0044,C00919,E026,2024-09-01,1,99687,0.18
O005392,P0006,C00555,E056,2024-03-07,5,42549,0.14
O005393,P0012,C01432,E059,2024-05-23,3,25771,0.16
O005394,P0115,C01305,E055,2024-06-29,2,44075,0.18
O005395,P0100,C00307,E051,2024-06-27,5,29475,0.16
O005396,P0062,C00347,E044,2023-07-02,4,96446,0.09
O005397,P0052,C01349,E032,2023-08-11,5,19343,0.16
O005398,P0007,C00284,E027,2024-06-25,3,52592,0.07
O005399,P0059,C01457,E031,2022-04-09,1,47780,0.13
O005400,P0017,C01493,E047,2022-03-08,5,116417,0.25
O005401,P0060,C00077,E044,2024-06-30,5,106598,0.15
O005402,P0010,C01478,E060,2022-01-03,4,98383,0.14
O005403,P0015,C00854,E008,2022-03-19,3,55602,0.06
O005404,P0049,C01460,E042,2022-03-25,1,79352,0.21
O005405,P0031,C00124,E049,2023-08-14,4,50610,0.2
O005406,P0023,C01499,E050,2022-11-06,4,30903,0.24
O005407,P0105,C01374,E034,2024-07-28,5,115456,0.16
O005408,P0044,C01455,E012,2022-09-04,4,97583,0.17
O005409,P0038,C01146,E044,2024-05-08,4,63095,0.0
O005410,P0061,C01148,E036,2024-06-27,1,85906,0.04
O005411,P0032,C00354,E022,2024-08-11,1,23555,0.02
O005412,P0084,C01490,E050,2023-07-23,1,75168,0.24
O005413,P0097,C00340,E026,2023-05-10,5,79749,0.02
O005414,P0053,C01364,E026,2023-02-26,1,22451,0.14
O005415,P0047,C01473,E054,2022-07-28,5,31181,0.21
O005416,P0083,C00740,E030,2022-03-06,4,43296,0.1
O005417,P0106,C01370,E034,2022-05-17,1,103733,0.18
O005418,P0107,C00029,E013,2023-12-01,4,4261,0.21
O005419,P0096,C01216,E054,2022-01-22,4,9113,0.2
O005420,P0063,C01066,E050,2022-03-04,5,85773,0.13
O005421,P0094,C00854,E059,2024-01-01,4,101495,0.2
O005422,P0075,C00461,E011,2022-02-07,4,107929,0.21
O005423,P0097,C01447,E003,2023-08-08,5,33746,0.07
O005424,P0035,C01217,E010,2023-11-20,4,67449,0.18
O005425,P0070,C00902,E056,2023-02-24,2,83699,0.1
O005426,P0008,C00973,E052,2022-10-21,3,109440,0.09
O005427,P0041,C00905,E009,2023-03-14,4,54795,0.09
O005428,P0036,C00184,E050,2023-09-05,5,23992,0.13
O005429,P0058,C01201,E018,2023-05-26,4,78680,0.09
O005430,P0110,C00083,E013,2022-11-11,3,103232,0.03
O005431,P0020,C00125,E012,2023-03-24,2,55062,0.15
O005432,P0029,C00120,E014,2022-05-09,4,89940,0.24
O005433,P0033,C00708,E011,2024-09-02,3,61104,0.06
O005434,P0002,C01253,E059,2024-01-03,1,63482,0.19
O005435,P0105,C00529,E050,2024-02-18,1,99002,0.1
